"word" "definition"
"하등^감각" "분화되어 있지 아니한 감각. 고도로 체제화한 지각을 형성할 수 없으며, 가까이 있는 사물의 파악 또는 체내의 느낌에 국한되어 있다. 시각과 청각을 제외한 후각, 미각, 피부 감각, 운동 감각, 평형 감각 따위를 통틀어 이른다."
