"word" "definition"
"염-상섭" "소설가(1897~1963). 본명은 상섭(尙燮). 호는 횡보(橫步)ㆍ제월(霽月). ≪폐허≫의 창간 동인으로, 1921년 ≪개벽≫에 단편 를 발표하는 등 처음에는 자연주의적 경향을 띠었으나 후에는 사실주의 계열의 작품을 썼다. 작품에 , , ,  따위가 있다."
