"word" "definition"
"치환-군" "유한 집합의 치환이 만드는 군. 예를 들어 (5, 3, 1, 4, 2)가 5를 3으로, 3을 1로, 1을 4로, 4를 2로, 2를 5로 바꾸는 작업이라고 할 때, 이런 작업 전체로 이루어진 군을 이른다."
