"word" "definition"
"계-이름" "음계를 이루는 자리의 이름. 각 음의 높이의 상대적인 관계를 나타내는 것으로, 절대 음높이를 나타내는 음이름과 구별된다. 서양 음악의 ‘도, 레, 미, 파, 솔, 라, 시’와 국악의 ‘궁, 상, 각, 치, 우’가 이에 해당한다. ≒계명04(階名)「2」."
