"word" "definition"
"전-영택" "소설가ㆍ목사(1894~1968). 호는 늘봄ㆍ추호(秋湖)ㆍ불수레ㆍ장춘(長春). 김동인, 주요한과 함께 ≪창조(創造)≫를 발간하여 신문학 운동에 앞장섰다. 작품에 , , ,  따위가 있다."
