"word" "definition"
"뿔나비-나방" "뿔나비나방과의 곤충. 몸의 길이는 1.2~1.3cm, 편 날개의 길이는 3~3.4cm이며, 어두운 갈색이고 앞날개에 닻 모양의 붉은 무늬, 가운데에 흰 점무늬가 있다. 애벌레는 녹색이고 양치식물을 해치는데 한국, 일본, 대만, 중국 등지에 분포한다. ≒닻나방ㆍ닻나비. (Pterodecta felderi) "
