"word" "definition"
"부전나빗-과" "곤충강 나비목의 한 과. 몸은 작고 날개는 거의 둥글며 날개의 겉면은 보통 남색, 청색, 동색(銅色) 따위로 선명하고 뒷면은 어두운 색이며 암수의 색깔이 다른 종류가 많다. 전 세계에 3,000여 종이 분포하는데 우리나라에는 긴꼬리부전나비, 푸른부전나비, 귤빛부전나비, 부전나비, 물결부전나비, 암고운부전나비 따위의 70여 종이 있다. (Lycaenidae)"
