"word" "definition"
"쥐꼬리망촛-과" "쌍떡잎식물 통꽃류의 한 과. 초본 또는 관목으로 꽃부리는 다섯 개로 갈라진다. 열대와 온대에 181속, 2,050여 종이 분포하며 우리나라에는 물잎풀, 방울꽃, 쥐꼬리망초 따위가 있다. (Acanthaceae)"
