"word" "definition"
"하웁트만" "독일의 극작가ㆍ소설가(1862~1946). 자연주의의 대표자로 뒤에 낭만주의ㆍ상징주의의 경향을 띠었으며, 외부의 힘에 의하여 지배당하는 인간 삶의 비극을 묘사하였다. 1912년에 노벨 문학상을 받았으며, 작품에 희곡 , , ,  따위가 있다."
