"word" "definition"
"다각-수" "자연수를 다각형 모양으로 늘어놓을 경우, 마지막 변에 놓이는 수. 삼각수는 1, 3, 6, 10……, 사각수는 1, 4, 9, 16……, 오각수는 1, 5, 12, 22…… 따위가 있다."
