"word" "definition"
"한-호" "조선 선조 때의 명필가(1543~1605). 자는 경홍(景洪). 호는 석봉(石峯)ㆍ청사(淸沙). 왕희지와 안진경의 필법을 익혀 해서, 행서, 초서 따위의 각 체에 뛰어났다. 추사 김정희와 함께 조선 서예계의 쌍벽을 이루며, ,  따위가 전한다."
