"word" "definition"
"헉슬리" "영국의 소설가ㆍ평론가(1894~1963). 제일 차 세계 대전 후의 사회에서 느끼는 불안, 위기감 따위를 주로 표현하였다. 작품에 , ,  따위가 있다."
