"word" "definition"
"전자-관" "진공 또는 저압 가스 속의 전자 또는 이온의 운동을 이용하여 정류, 증폭, 방전 따위의 작용을 하게 하는 전자 부품을 통틀어 이르는 말. 진공관, 마이크로파관, 방전관, 수신관, 수상관, 광전관 따위이다."
