"word" "definition"
"순군-만호부" "고려 시대에, 도적 잡는 일과 금란(禁亂)을 맡아보던 관아. 충렬왕 때 두었고, 공민왕 18년(1369)에 사평순위부로 고쳤다가, 우왕 때에 다시 이 이름으로 고쳤다. ≒순군부01(巡軍府)「1」."
"순군-만호부" "조선 전기에, 죄인의 옥(獄)을 다스리던 관아. 태종 2년(1402)에 순위부로, 3년에 의용순금사로, 다시 14년(1414)에 의금부로 고쳤다. ≒순군「2」ㆍ순군부01「2」."
