"word" "definition"
"판소리^열두^마당" "판소리로 부르던 열두 편의 작품. , , , , , , , , , , , 이다. 무숙이 타령과 숙영낭자 타령 대신에 왈짜 타령과 가짜 신선 타령을 넣기도 한다."
