"word" "definition"
"걸-리다" "‘걸다02[1]「1」’의 피동사."
"걸-리다" "‘걸다02[1]「2」’의 피동사."
"걸-리다" "‘걸다02[1]「3」’의 피동사."
"걸-리다" "‘걸다02[1]「4」’의 피동사."
"걸-리다" "‘걸다02[1]「5」’의 피동사."
"걸-리다" "‘걸다02[1]「6」’의 피동사."
"걸-리다" "해나 달이 떠 있다."
"걸-리다" "병이 들다."
"걸-리다" "눈이나 마음 따위에 만족스럽지 않고 언짢다."
"걸-리다" "어떤 것에 어긋나다."
"걸-리다" "말이 막히다."
"걸-리다" "‘걸다02[2]「1」’의 피동사."
"걸-리다" "‘걸다02[2]「2」’의 피동사."
"걸-리다" "‘걸다02[2]「3」’의 피동사."
"걸-리다" "‘걸다02[2]「4」’의 피동사."
"걸-리다" "‘걸다02[2]「5」’의 피동사."
"걸-리다" "‘걸다02[2]「7」’의 피동사."
"걸-리다" "‘걸다02[2]「8」’의 피동사."
"걸-리다" "‘걸다02[2]「9」’의 피동사."
"걸-리다" "어떤 일을 하다가 도중에 들키다."
"걸-리다" "관계하거나 부딪히다."
"걸-리다" "막히거나 잡히다."
"걸-리다" "시간이 들다. "
