"word" "definition"
"말" "사람의 생각이나 느낌 따위를 표현하고 전달하는 데 쓰는 음성 기호. 곧 사람의 생각이나 느낌 따위를 목구멍을 통하여 조직적으로 나타내는 소리를 가리킨다. ≒어사11(語辭)「1」."
"말" "음성 기호로 생각이나 느낌을 표현하고 전달하는 행위. 또는 그런 결과물. ≒소리01「2」."
"말" "일정한 주제나 줄거리를 가진 이야기."
"말" "단어, 구, 문장 따위를 통틀어 이르는 말."
"말" "소문이나 풍문 따위를 이르는 말."
"말" "((‘-으라는/-다는 말이다’ 구성으로 쓰여))다시 강조하거나 확인하는 뜻을 나타내는 말."
"말" "((‘-으니/-기에 말이지’ 구성으로 쓰여))‘망정이지’의 뜻을 나타내는 말."
"말" "((‘-을 말이면’, ‘-을 말로는’, ‘-을 말로야’ 구성으로 쓰여))‘-을 것 같으면’의 뜻을 나타내는 말."
"말" "((‘-어(아)야 말이지’ 구성으로 쓰여))어떤 행위가 잘 이루어지지 않음을 탄식하는 말."
"말" "((주로 ‘말이냐’, ‘말이야’ 꼴로 명사 뒤에 쓰여))앞에서 언급한 사실을 강조하여 말하는 뜻을 나타내는 말."
"말" "((주로 ‘말이야’, ‘말이죠’, ‘말이지’, ‘말인데’ 꼴로 쓰여))어감을 고르게 할 때 쓰는 군말. 상대편의 주의를 끌거나 말을 다짐하는 뜻을 나타낸다."
