"word" "definition"
"사문-유취" "1246년에 중국에서, 고금(古今)의 여러 책에서 요어(要語), 사실(事實), 시문(詩文)을 뽑아 경(經)ㆍ사(史)ㆍ자(子)ㆍ집(集)의 체재에 따라 종류별로 모아 엮은 책. 전집 60권, 후집 50권, 속집 28권, 별집 32권은 송나라의 축목(祝穆)이 편찬하고 신집(新集) 36권, 외집(外集) 15권은 원나라의 부대용(富大用)이, 유집(遺集) 15권은 축연(祝淵)이 편찬하였다. 236권."
