"word" "definition"
"세종^문화^회관" "서울특별시 종로구 세종로에 있는, 우리나라 문화 예술의 대전당. 대강당, 소강당, 대회의장, 소회의장, 연회장, 전시장 따위로 이루어져 있으며, 각종 문화ㆍ예술 행사와 공연 따위가 주로 행하여지는 세계적 규모의 시설물이다."
