"word" "definition"
"나다" "신체 표면이나 땅 위에 솟아나다."
"나다" "【…으로】길, 통로, 창문 따위가 생기다."
"나다" "어떤 사물에 구멍, 자국 따위의 형체 변화가 생기거나 작용에 이상이 일어나다."
"나다" "신문, 잡지 따위에 어떤 내용이 실리다."
"나다" "홍수, 장마 따위의 자연재해가 일어나다."
"나다" "농산물이나 광물 따위가 산출되다."
"나다" "어떤 현상이나 사건이 일어나다."
"나다" "인물이 배출되다."
"나다" "이름이나 소문 따위가 알려지다."
"나다" "문제 따위가 출제되다."
"나다" "흥미, 짜증, 용기 따위의 감정이 일어나다."
"나다" "구하던 대상이 나타나다."
"나다" "돈, 물건 따위가 생기다."
"나다" "생명체가 태어나다."
"나다" "소리, 냄새 따위가 밖으로 드러나다."
"나다" "신체에서 땀, 피, 눈물 따위의 액체 성분이 흐르다."
"나다" "((‘…이’ 성분은 조사가 붙지 않은 단독형으로 쓰인다))어떤 나이에 이르다."
"나다" "병 따위가 발생하다."
"나다" "생각, 기억 따위가 일다."
"나다" "시간적 여유가 생기다."
"나다" "기풍, 멋 따위가 더 나아지다."
"나다" "어떤 작용에 따른 효과, 결과 따위의 현상이 이루어져 나타나다."
"나다" "속도, 열, 빛 따위의 속성이 드러나다."
"나다" "맛이 생기다."
"나다" "햇빛 따위가 나타나다."
"나다" "사람 됨됨이나 생김새가 뛰어나다."
"나다" "밖으로 나오거나 나가다."
"나다" "철이나 기간을 보내다."
"나다" "살림, 세간 따위를 따로 차리다."
"나다" "『북한어』선거나 추천 따위를 통하여 일정한 일을 맡을 사람이 나타나다."
"나다" "(동사 뒤에서 ‘-어 나다’ 구성으로 쓰여) 앞말이 뜻하는 행동을 끝내어 이루었음을 나타내는 말."
"나다" "(동사 뒤에서 ‘-고 나다’ 구성으로 쓰여) 앞말이 뜻하는 행동이 끝났음을 나타내는 말."
"나다" "『북한어』앞말이 뜻하는 행동을 여러 번 겪거나 치름을 나타내는 말."
"나다" "『북한어』앞말이 뜻하는 상태가 일정한 정도에 이르렀음을 나타내는 말."
