"word" "definition"
"이-해조" "신소설 작가(1869~1927). 호는 동농(東濃)ㆍ이열재(怡悅齋). 언론에도 관계하는 한편, 50여 편에 가까운 작품을 발표하였다. 작품에 , , ,  따위가 있다."
