"word" "definition"
"느릅-나무" "느릅나뭇과의 낙엽 활엽 교목. 높이는 15미터 정도이며, 잎은 어긋나고, 긴 타원형으로 톱니가 있다. 3월에 종 모양의 푸른 자주색 꽃이 피고 열매는 날개가 있는 시과(翅果)로 5~6월에 익으며 전혀 털이 없다. 어린잎은 식용하거나 사료로 쓰고 나무는 기구재나 땔감으로 쓰며, 나무껍질은 약용 또는 식용한다. 한국, 만주, 사할린, 일본 등지에 분포한다. ≒떡느릅나무ㆍ뚝나무ㆍ분유03(枌楡)「1」. (Ulmus davidiana var. japonica) "
