"word" "definition"
"신-재효" "조선 고종 때의 판소리 작가(1812~1884). 자는 백원(百源). 호는 동리(桐里). 종래 계통 없이 불러오던 광대 소리를 통일하여 , , , , , 의 여섯 마당으로 판소리 사설을 정리하였고, 판소리 이론의 정립에도 힘썼다."
