"word" "definition"
"본명-일" "음양도에서 말하는, 태어난 해의 간지에 따라 병난(病難)을 조심해야 하는 날. 자년생은 유일(酉日), 축년생은 오일(午日), 인년생은 미일(未日), 묘년생은 신일(申日), 진년생은 해일(亥日), 사년생은 술일(戌日), 오년생은 축일(丑日), 미년생은 자일(子日), 신년생은 묘일(卯日), 유년생은 인일(寅日), 술년생은 사일(巳日), 해년생은 진일(辰日)을 조심해야 한다고 한다."
