"word" "definition"
"레스피기" "이탈리아의 작곡가(1879~1936). 비올라 연주가로, 림스키코르사코프를 사사하였고 옛 이탈리아 음악 복고에 진력하는 한편, 그레고리오 선율을 중심으로 화성과 대위법에 정통하여 이탈리아 가극과 실내 음악을 많이 작곡하였다. 작품에 삼부작인 , , 가 있고, 그 외에 오페라와 가곡이 있다. "
