"word" "definition"
"양안" "조선 시대에, 조세 부과를 목적으로 논밭을 측량하여 만든 토지 대장. 농민층의 토지 소유 상황, 농가 소득 정도, 계층 분화의 정도 따위를 파악할 수 있는 자료로서 논밭의 소재지, 자호(字號), 위치, 등급, 형상, 면적, 사표(四標), 소유주 따위가 기록되어 있다. ≒전안01(田案)ㆍ전적02(田籍)."
