"word" "definition"
"십육^나한" "석가모니의 부탁을 받아 오랫동안 세상에 있으면서 정법(正法)을 지켜 나가는 열여섯의 대아라한. 빈도라발라타사, 가락가벌차, 가락가발리타사, 소빈타, 낙거라, 발타라, 가리가, 벌사라불다라, 수박가, 반탁가, 나호라, 나가서나, 인게타, 벌나바사, 아시다, 주다반탁가이다. "
