"word" "definition"
"설파피리딘" "폐렴, 임질, 이질과 같은 각종 감염증의 치료에 쓰는 설파제. 흰색이나 옅은 황색의 결정성 가루로 냄새는 거의 없다. ≒술파피리딘."
