"word" "definition"
"마오리-어" "말레이ㆍ폴리네시아 어족의 폴리네시아 어파에 속한 언어. 뉴질랜드 원주민의 언어로, 닿소리에는 p, t, k, h, w, r, m, n, y, 홀소리에는 i, e, a, o, u가 있으며 문법 구조가 간단하다."
