"word" "definition"
"처녀-바디" "산형과의 여러해살이풀. 높이는 1.3미터 정도이며, 잎은 두세 번 깃 모양으로 갈라진다. 8~9월에 흰 꽃이 복산형 화서로 피고 타원형의 열매는 9~10월에 익는다. 뿌리는 약용하고 어린잎은 식용한다. 산이나 들에서 자라는데 강원, 경기, 경북, 평북, 함북 등지에 분포한다. (Angelica cartilaginomarginata) "
