"word" "definition"
"이-재관" "조선 시대의 화가(1783~1837). 자는 원강(元剛). 호는 소당(小塘). 벼슬은 등산첨사(登山僉使)에 이르렀다. 구름, 초목, 새 따위를 잘 그렸으며 특히 초상화에 뛰어났다. 작품에 , ,  따위가 있다."
