"word" "definition"
"감탕-나무" "감탕나뭇과의 상록 활엽 교목. 높이는 10미터 정도이며, 잎은 두껍고 윤이 나며, 어긋난다. 4~5월에 잘고 연한 황록색 꽃이 피고 열매는 둥근 핵과(核果)인데 붉은색으로 익는다. 재목이 단단하여 도장, 기구 따위의 세공재(細工材)로 쓰고, 껍질에서는 끈끈이를 채취하며, 관상용으로 재배한다. 한국, 일본, 중국, 대만 등지에 분포한다. ≒떡가지나무. (Ilex integra) "
