"word" "definition"
"로댕" "프랑스의 조각가(1840~1917). 날카로운 사실적 기법을 구사하여 희로애락의 감정과 인간의 내면에 깃든 생명의 약동을 표현한다는 평가를 받고 있다. 작품에 , , , ,  따위가 있다."
