"word" "definition"
"뇌" "한문 문체의 하나. 죽은 이의 생존 당시의 덕행을 적어 놓은 글로 시호(諡號)를 삼는 근거가 되기도 하였다. ≪좌전≫과 ≪예기≫  에 실려 있는 가 가장 오래된 것이다."
