"word" "definition"
"해면-치레" "해면치렛과의 게. 등딱지의 길이는 5.3cm, 너비는 6.1cm 정도이며, 온몸이 긴 털로 덮여 있다. 집게발에는 털이 없으며 뒤쪽의 다리 두 쌍은 짧아서 발톱 모양이다. 몸의 털에 진흙이 묻어 진흙 덩이 같고 등딱지에 해면, 멍게 따위를 업어 몸을 감춘다. 한국, 서태평양, 인도양, 일본 등지에 분포한다. (Dromia dehaani)"
