"word" "definition"
"단테" "이탈리아의 시인(1265~1321). 피렌체의 정쟁(政爭)에 관여하였다가 추방되어 평생을 유랑하며 지냈다. 시(詩)를 통하여 중세의 정신을 종합하였으며, 르네상스의 선구가 되었다. 작품에 , ,  따위가 있다."
