"word" "definition"
"쌍-반점" "가로쓰기에 쓰는 쉼표 ‘;’의 이름. 문장을 일단 끊었다가 이어서 설명을 더 계속할 경우에 쓴다. 주로 예를 들어 설명하거나 설명을 추가하여 덧붙이는 경우에 쓴다. ≒반구절점ㆍ세미콜론."
