"word" "definition"
"루셀" "프랑스의 작곡가(1869~1937). 고전적인 형식감과 대위법의 감각이 뛰어났고, 북방적ㆍ인상주의적 작품을 많이 남겼다. 작품에 발레 음악 , , ,  따위가 있다."
