"word" "definition"
"리드" "영국의 소설가(1814~1884). 기록에 입각한 철저한 사실주의를 추구하였으며, 은 영문학의 역사 소설의 백미로 꼽히는 걸작이다. 작품에 ,  ,   따위가 있다."
