"word" "definition"
"짝-순열" "기준 순열에서 자리 맞바꾸기를 짝수 번만큼 하여 얻은 순열. 예를 들면 기준 순열 ‘1, 2, 3’에서 2와 3을 바꾸어 얻은 순열 ‘1, 3, 2’에서 1과 3을 바꾸어서 얻은, 곧 두 번 맞바꾸어서 얻은 순열 ‘3, 1, 2’는 기준 순열 ‘1, 2, 3’의 짝순열이 된다. ≒우순열."
