"word" "definition"
"리살" "필리핀의 혁명가ㆍ작가(1861~1896). 에스파냐의 압제하에 있던 필리핀이 노예 상태가 된 것에 통분하여, 사회 소설을 써서 정치와 사회를 개혁하려고 하였다. ‘필리핀 동맹’을 결성하였으나 유형(流刑)을 받게 되었으며, 후에 총살당하였다. 작품에 소설 ,  ,   따위가 있다."
