"word" "definition"
"팩" "밀가루, 달걀, 황토(黃土) 따위에 각종 약제나 영양제, 과일 따위를 반죽하여서 얼굴 따위에 바르거나 붙이는 미용법. 또는 그런 화장품. 혈액 순환을 좋게 하고 털구멍의 더러움을 제거하여, 피부의 노화를 방지하고, 표백ㆍ청정 따위의 효과를 낸다."
"팩" "비닐 또는 종이로 만든 작은 용기."
"팩" "『운동』럭비에서, 스크럼을 꽉 짜는 일."
"팩" "『컴퓨터』데이터나 기억 매체의 특성을 이용하여, 본디의 모양으로 복원할 수 있도록 데이터를 기억 매체에 압축된 형태로 저장하는 것. "
