"word" "definition"
"콕토" "프랑스의 시인ㆍ작가ㆍ배우ㆍ영화감독ㆍ화가(1889~1963). 예술원 회원을 지냈으며 시, 소설, 영화, 비평, 회화 따위의 여러 방면에서 크게 활약하였다. 작품에 소설 , 시집 ≪희망봉≫, 영화 , ,  따위가 있다."
