"word" "definition"
"르누아르" "프랑스의 영화감독(1894~1979). 화가 르누아르의 둘째 아들로, 타고난 조형 감각으로 휴머니즘이 넘치는 명작을 남겼다. 작품에 , , ,  따위가 있다."
