"word" "definition"
"동-유럽" "유럽의 동부에 있는 여러 나라. 흔히 서유럽의 자본주의 국가군에 상대하여 유럽 동부의 사회주의 국가군을 이른다. 폴란드, 체코, 슬로바키아, 헝가리, 루마니아, 불가리아, 크로아티아, 보스니아 헤르체고비나, 세르비아, 몬테네그로, 슬로베니아, 마케도니아, 알바니아 등이 있다."
