"word" "definition"
"레거" "독일의 작곡가(1873~1916). 브람스의 경향을 계승하여 신고전적 형식의 실내악곡, 관현악곡 따위를 작곡하여 후기 낭만파에서 현대 음악까지의 성향을 모두 보여 준다. 전통적인 작곡 기술로 변주곡 또는 푸가 따위의 형식을 즐겨 사용하여 피아노곡, 실내악곡, 오르간곡을 작곡하였다. 작품에 , ,  따위가 있다."
