"word" "definition"
"가래-소리" "좌수영 어방놀이에서, 그물로 잡은 고기를 풀어 놓을 때 가래질을 하면서 부르는 노래."
"가래-소리" "거문도의 뱃노래 가운데, 어부들이 배에서 고기를 가래로 퍼내며 부르는 소리."
