"word" "definition"
"로바쳅스키^기하학" "l을 임의의 직선, A를 l 밖의 한 점이라 할 때, l과 A로 정해지는 평면 안에, A를 지나고 l과 만나지 않는 두 개의 반직선 , 이 존재하고, 이들은 A에서 l에 내린   에 관하여 대칭이며, , 은 일직선이 되지 않지만 ∠MAN의 안쪽에 A로부터 그은 반직선은 모두 한과 만나는 공간을 대상으로 하는 비(非)유클리드 기하학."
