"word" "definition"
"바람" "기압의 변화 또는 사람이나 기계에 의하여 일어나는 공기의 움직임."
"바람" "공이나 튜브 따위와 같이 속이 빈 곳에 넣는 공기."
"바람" "몰래 다른 이성과 관계를 가짐."
"바람" "사회적으로 일어나는 일시적인 유행이나 분위기 또는 사상적인 경향."
"바람" "‘풍병(風病)’을 속되게 이르는 말."
"바람" "작은 일을 불려서 크게 말하는 일."
"바람" "남의 비난의 목표가 되거나 어떤 힘의 영향을 잘 받아 불안정한 일."
"바람" "남을 부추기거나 얼을 빼는 일."
"바람" "들뜬 마음이나 일어난 생각을 비유적으로 이르는 말."
"바람" "((주로 ‘바람같이’, ‘바람처럼’ 꼴로 쓰여))매우 빠름을 이르는 말."
"바람" "『북한어』탈이 나서 배 속에 차는 가스."
"바람" "『북한어』사상이나 의식에 끼치는 나쁜 영향이나 작용."
"바람" "『북한어』살아가면서 겪는 풍파 또는 풍상."
"바람" "『북한어』급격하게 벌어져 사람들에게 공포를 일으키게 하는 사건이나 소란."
"바람" "무슨 일에 더불어 일어나는 기세."
"바람" "((‘-는 바람에’ 구성으로 쓰여))뒷말의 근거나 원인을 나타내는 말."
"바람" "((주로 의복을 나타내는 명사 뒤에서 ‘바람으로’ 꼴로 쓰여))그 옷차림의 뜻을 나타내는 말. 주로 몸에 차려야 할 것을 차리지 않고 나서는 차림을 이를 때 쓴다."
"바람" "『북한어』((지리와 관련된 의미를 나타내는 명사 뒤에 쓰여))그곳의 풍습, 분위기 따위의 뜻을 나타내는 말."
"바람" "『북한어』((일부 명사 뒤에 쓰여))그 명사가 나타내는 사람이나 사물의 작용, 또는 움직이는 기운, 기세 따위를 이르는 말."
