"word" "definition"
"최-찬식" "소설가(1881~1951). 자는 찬옥(贊玉). 호는 해동초인(海東樵人)ㆍ동초(東樵). 청춘 남녀의 애정 문제를 다룬 신소설을 많이 발표하여 신문학 운동에 이바지하였다. 작품에 , , ,  따위가 있다."
