"word" "definition"
"발도비네티" "이탈리아의 피렌체파 화가(1425~1498). 풍경 묘사에 뛰어났고 작품의 배경에 중점을 두었으며 원근법의 발달에 기여하였다. 작품에 , ,  따위가 있다."
