"word" "definition"
"해상^전시^공법" "전쟁 중에 바다에서 일어나는 모든 일에 관한 국가 간의 관계를 규정한 법규. 해상 중립 관계, 중립 위반범, 해상 전투 구역, 적함(敵艦) 포획, 상선(商船) 포획, 전시 금제품 따위에 관하여 규정한다."
