"word" "definition"
"경우의^수" "어떤 시행에서 특정한 사건이 일어날 수 있는 경우의 가짓수. 한 개의 주사위를 던져서 홀수의 눈이 나올 경우는 1, 3, 5의 세 가지이므로, 이때의 경우의 수는 3이다."
