"word" "definition"
"토부" "음양가에서, 땅을 파거나 우물을 파거나 개천을 만들거나 담을 세우는 일 따위를 피하여야 하는 날. 정월은 축(丑), 2월은 사(巳), 3월은 유(酉), 4월은 인(寅), 5월은 오(午), 6월은 술(戌), 7월은 묘(卯), 8월은 미(未), 9월은 해(亥), 10월은 진(辰), 11월은 신(申), 12월은 자(子)의 날이 이에 해당한다."
