"word" "definition"
"십팔-물" "탁발 걸식을 할 때나 여러 곳을 유행(遊行)할 때, 대승(大乘)의 비구가 늘 가지고 다니는 열여덟 가지 물건. 이를 닦는 버들가지, 콩이나 팥을 갈아 만든 가루비누, 삼의(三衣), 물병, 식기, 앉거나 누울 때 까는 직사각형의 베, 꼭지에 쇠고리가 달린 지팡이, 향로, 물을 떠서 마실 때 물속의 작은 벌레나 티끌을 거르는 주머니, 수건, 머리카락이나 손톱, 베를 자르는 칼, 부싯돌, 코털을 뽑는 작은 집게, 앉거나 누울 때 사용하는 노끈으로 만든 직사각형의 자리, 불경ㆍ계율을 모아 종류별로 나누어 열거한 조문, 불상, 보살상이다."
