"word" "definition"
"육십-갑자" "천간(天干)의 갑(甲)ㆍ을(乙)ㆍ병(丙)ㆍ정(丁)ㆍ무(戊)ㆍ기(己)ㆍ경(庚)ㆍ신(辛)ㆍ임(壬)ㆍ계(癸)와 지지(地支)의 자(子)ㆍ축(丑)ㆍ인(寅)ㆍ묘(卯)ㆍ진(辰)ㆍ사(巳)ㆍ오(午)ㆍ미(未)ㆍ신(申)ㆍ유(酉)ㆍ술(戌)ㆍ해(亥)를 순차로 배합하여 예순 가지로 늘어놓은 것. 갑자, 을축, 병인, 정묘, 무진, 기사, 경오, 신미, 임신, 계유, 갑술, 을해, 병자, 정축, 무인, 기묘, 경진, 신사, 임오, 계미, 갑신, 을유, 병술, 정해, 무자, 기축, 경인, 신묘, 임진, 계사, 갑오, 을미, 병신, 정유, 무술, 기해, 경자, 신축, 임인, 계묘, 갑진, 을사, 병오, 정미, 무신, 기유, 경술, 신해, 임자, 계축, 갑인, 을묘, 병진, 정사, 무오, 기미, 경신, 신유, 임술, 계해이다. ≒육갑「1」ㆍ육십화갑자."
