"word" "definition"
"우담화" "『불교』인도에서, 삼천 년에 한 번 전륜성왕이 나타날 때에 꽃이 핀다고 하는 상상의 식물. ≒우담발라."
"우담화" "『식물』뽕나뭇과의 낙엽 교목. 높이는 3미터 정도이며, 잎은 달걀 모양이다. 꽃은 작아서 잘 보이지 않고 열매는 긴 타원형으로 지름이 3cm 정도이다. 열매는 식용하고 잎은 가축과 코끼리의 사료로 쓴다. 인도가 원산지이다. (Ficus glomerata)"
