"word" "definition"
"매" "맷과의 새를 통틀어 이르는 말. 매, 바다매, 쇠황조롱이, 황조롱이 따위가 있다."
"매" "맷과의 새. 편 날개의 길이는 30cm, 부리의 길이는 2.7cm 정도로 독수리보다 작으며 등은 회색, 배는 누런 백색이다. 부리와 발톱은 갈고리 모양이며, 작은 새를 잡아먹고 사냥용으로 사육되기도 한다. 우리나라의 해안이나 섬 절벽에 서식한다. 천연기념물 제323-7호. ≒각응(角鷹)ㆍ골매02ㆍ송골(松鶻)ㆍ송골매ㆍ신우01(迅羽)ㆍ해동청ㆍ해청01(海靑). (Falco peregrinus)"
