"word" "definition"
"신라^십성" "신라 때에, 이름난 열 사람의 승려. 아도, 이차돈, 혜숙(惠宿), 안함, 의상, 표훈, 원효, 혜공, 자장, 사파(蛇巴)를 이르며 이들 모두의 화상(畫像)이 경주 황룡사 금당(金堂)의 벽에 그려져 있었다 한다. ≒십성02."
