"word" "definition"
"부족-수" "어떤 수의 양의 약수 총합이 그 수의 배수보다 작은 수. 예를 들어, 8은 그 약수 1, 2, 4, 8의 총합이 배수인 16보다 작은 15이기 때문에 부족수가 된다."
