"word" "definition"
"상업^교육" "상업 부문에 종사할 사람에 대하여 필요한 이론과 기술을 가르치는 교육. 상업 부기, 상업 계산, 상업 실무, 무역 실무, 상업 외국어 따위의 기능과 상업, 경제, 금융, 경영, 상품에 관한 기초적 지식을 가르친다."
