"word" "definition"
"칼리다사" "고대 인도의 시인ㆍ극작가(?~?). 4세기 말에서 5세기 초에 활약하여 굽타 왕조 최전성기 문화를 반영하는 작품을 남겼으며, 산스크리트 문학의 최고 수준을 보여 주는 희곡 , , 서사시 , 서정시  따위를 창작하였다."
