"word" "definition"
"수령-칠사" "조선 시대에, 수령이 고을을 다스리는 데 힘써야 할 일곱 가지 일. 농상(農桑)을 진흥하고, 호구(戶口)를 늘리고, 학교를 일으키고, 군정(軍政)을 잘하고, 부역(賦役)을 고르게 하고, 사송(詞訟)을 잘 처리하고, 간사하고 교활하지 않게 하는 것을 이른다."
