"word" "definition"
"보데의^법칙" "태양에서 행성까지의 거리에 관한 경험적인 법칙. 태양에 가장 가까이 있는 수성까지의 거리를 4로 하고 이에 차례로 3×2n(n=0, 1, 2, ……)을 더하면 각각 금성, 지구, 화성, ……까지의 평균 거리가 된다. 1766년에 독일의 과학자 티티우스(Titius, J. D.)가 발견한 것을 1772년에 천문학자 보데가 발표하였다. 이 법칙은 n=6인 천왕성까지는 근사하게 성립하나, 해왕성에 대해서는 성립하지 않는다."
